Sample;Decapoda;Diptera;Primates;Rosales;Solanales;Tubulidentata;Salmoniformes;Asterales;Rodentia;Sapindales;Apiales;Carnivora;Zingiberales;Brassicales;Fagales;Testudines;Gobiiformes;Malpighiales;Poales;Accipitriformes;Eurotiales;Artiodactyla;Comatulida;Arecales;Hymenoptera;Asparagales;Cypriniformes;Ostreida;Squamata;Fabales;Macroscelidea;Malvales;Amphipoda;Lamiales;Vitales;Cucurbitales;Acipenseriformes;Ceratodontiformes;Ranunculales;Caryophyllales;Siphonaptera;Chiroptera;Passeriformes;Mycosphaerellales;Galliformes;Diprotodontia;Dermoptera;Xylariales;Helotiales;Hemiptera;Ixodida;Lepidoptera;Hypocreales;Venerida;Rajiformes;Perissodactyla;Ericales;Pelecaniformes;Neuroptera;Proteales;Mugiliformes;Eulipotyphla;Didelphimorphia;Orthoptera;Phthiraptera;Myrtales;Characiformes;Kurtiformes;Cuculiformes;Gymnophiona;Psittaciformes;Rhynchobdellida;Siluriformes;Gruiformes;Strigeidida;Beloniformes;Scandentia;Microbiotheria;Octopoda;Anura;Chaetothyriales;Araneae;Diaporthales;Apodiformes;Polypteriformes;Cichliformes;Lamniformes;Carcharhiniformes;Pilosa;Anseriformes;Columbiformes;Apusomonadida;Thiotrichales;Mycoplasmoidales;Burkholderiales;Synergistales;Chromatiales;Pseudomonadales;Spirochaetales;Deferribacterales;Methylococcales;Pelagibacterales;Alteromonadales;Kosmotogales;Sphingomonadales;Oceanospirillales;Nevskiales;Endomicrobiales;Vibrionales;Acidobacteriales;Enterobacterales;Cellvibrionales;Sneathiellales;Moraxellales;Aquificales;Cardiobacteriales;Parvularculales;Thermodesulfovibrionales;Hyphomicrobiales;Legionellales;Xanthomonadales;Bryobacterales;Rhodothalassiales;Kordiimonadales;Rickettsiales;Acidithiobacillales;Petrotogales;Hydrogenophilales;Thermotogales;Thermodesulfobacteriales;Pasteurellales;Orbales;Rhodocyclales;Nitrosomonadales;Maricaulales;Brachyspirales;Rhodospirillales;Emcibacterales;Blastocatellales;Rhodobacterales;Fusobacteriales;Leptospirales;Desulfurobacteriales;Micropepsales;Aeromonadales;Coprothermobacterales;Hyphomonadales;Holosporales;Caulobacterales;Thermoplasmatales;Thermoanaerobaculales;Neisseriales;Nitrospirales;Bdellovibrionales;Salinisphaerales;Chrysiogenales;Magnetococcales;Silvanigrellales;Acanthopleuribacterales;Holophagales;Bacteriovoracales;Calditrichales;Mesoaciditogales;Kangiellales;Vicinamibacterales;Mariprofundales;Brevinematales;Iodidimonadales;Immundisolibacterales;Thermotomaculales;Methanomassiliicoccales;Elusimicrobiales;Acidiferrobacterales;Arenicellales;Dictyoglomales;Diplomonadida;Methanonatronarchaeales;Oligoflexales;Ferrovales;Kiloniellales;Thermococcales;Micrococcales;Tubulavirales;Actinomycetales;Entomoplasmatales;Erysipelotrichales;Campylobacterales;Isosphaerales;Acidimicrobiales;Bifidobacteriales;Pleurocapsales;Bacillales;Crassvirales;Thermoanaerobacterales;Petitvirales;Sulfolobales;Eubacteriales;Corynebacteriales;Desulfuromonadales;Propionibacteriales;Geodermatophilales;Micromonosporales;Myxococcales;Glycomycetales;Streptomycetales;Desulfovibrionales;Herpesvirales;Syntrophorhabdales;Lactobacillales;Armatimonadales;Tissierellales;Haloplasmatales;Nautiliales;Coriobacteriales;Caudovirales;Picornavirales;Frankiales;Nostocales;Streptosporangiales;Thermogemmatisporales;Caldilineales;Deinococcales;Bacteroidetes Order II. Incertae sedis;Victivallales;Opitutales;Pseudanabaenales;Rubrobacterales;Acholeplasmatales;Synechococcales;Verrucomicrobiales;Haloferacales;Limnochordales;Gemmatales;Halanaerobiales;Chloroflexales;Durnavirales;Thermales;Desulfobacterales;Vampirovibrionales;Candidatus Borkfalkiales;Fibrobacterales;Actinopolysporales;Solirubrobacterales;Veillonellales;Anaerolineales;Natrialbales;Selenomonadales;Jiangellales;Halobacteriales;Kineosporiales;Pirellulales;Catenulisporales;Mycoplasmatales;Ktedonobacterales;Longimicrobiales;Chlamydiales;Pseudonocardiales;Anaeroplasmatales;Thermosediminibacterales;Methanobacteriales;Cremevirales;Nitrospinales;Acidaminococcales;Gemmatimonadales;Imitervirales;Puniceicoccales;Fimbriimonadales;Parachlamydiales;Syntrophobacterales;Herpetosiphonales;Motilibacterales;Cirlivirales;Planctomycetales;Eggerthellales;Desulfarculales;Chroococcidiopsidales;Ardenticatenales;Sedimentisphaerales;Chthonomonadales;Ortervirales;Amarillovirales;Vinavirales;Kiritimatiellales;Syntrophales;Chitinivibrionales;Desulfuribacillales;Nidovirales;Thermolithobacterales;Natranaerobiales;Dehalococcoidales;Chitinispirillales;Methanosarcinales;Methanomicrobiales;Phycisphaerales;Bradymonadales;Kalamavirales;Desulfurellales;Euzebyales;Zurhausenvirales;Nitriliruptorales;Cryptosporangiales;Lentisphaerales;Candidatus Nanopelagicales;Piccovirales;Ghabrivirales;Gaiellales;Methanococcales;Caldisericales;Thermoproteales;Acidilobales;Algavirales;Terrimicrobiales;Thermoleophilales;Chitovirales;Egicoccales;Trueperales;Geplafuvirales;Tolivirales;Chthoniobacterales;Tichowtungiales;Culicoidibacterales;Sepolyvirales;Candidatus Cryosericales;Spirulinales;Thermomicrobiales;Primavirales;Tepidiformales;Tepidisphaerales;Oligosphaerales;Sporichthyales;Kallotenuales;Egibacterales;Thermoflexales;Nakamurellales;Rowavirales;Mindivirales;Oscillatoriales;Bacteroidales;Chlorobiales;Chroococcales;Marinilabiliales;Cytophagales;Gloeobacterales;Candidatus Nanoperiomorbales;Sphingobacteriales;Ignavibacteriales;Rhodothermales;Flavobacteriales;Candidatus Nanosynbacterales;Chitinophagales;Saprospirales;Opalinata;Candidatus Saccharimonadales;Sphaerobacterales;Balneolales;Candidatus Nanogingivales;Haemosporida;Candidatus Saccharimonales;Bunyavirales;Candidatus Sulfidibacteriales;Dictyosteliales
SRR15595338;0;0;7148472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;5223;0;0;0;2;0;0;36;0;0;0;112;0;7749;0;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;1;0;26;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;13;0;24;0;0;0;143;0;6331;0;0;0;51;881;1881;0;2;0;0;0;0;28;0;1;0;407;0;0;0;0;2;0;0;0;0;252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402290;0;0;19192;42;0;0;0;0;0;0;0;3;0;0;0;0;0;3;21;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;26;325270;179;58;427;181;3;2;5;15;0;342;109;0;0;92;33;62350;1;0;351;7;46;0;0;1222;18;346;0;0;1;36;6;0;0;27;0;6512;7;21;0;1;21;235;0;1;336;258;2;1;0;205;0;1;8;42;0;0;92;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;993;6747;1542;79;21489;493;1;36;879675;0;2762;70087;139;210;0;4474792;232;247;85;1;30;98;36;384;161044;1;0;177083;0;559;0;0;302441;391401;0;32;49;194;0;0;113;6;66508;4;7;3;64;4;52541;13;0;3;41;1;7;25;61;0;5602;199;0;0;60691;28;8;17665;0;7;1;1;0;69;12;0;0;133;0;131;0;0;0;4206;0;0;0;0;0;0;0;0;0;0;113151;1;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11940638;4;0;0;251;0;0;6;1;0;367;0;50;0;0;0;1;0;0;0;0;0;0;0
SRR15595283;0;0;5965;0;0;0;0;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2211;926;29;5167;19;2;2;0;23;0;73;41;2;2;17;9;193296;0;0;0;1;3;0;0;342;6;105;0;0;0;58;1;4;0;37;0;81;1;9;11;7;2;92;0;0;204;18;0;0;0;70;4;0;0;33;0;0;84;4;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4090;0;29271;4;172560;220;0;0;481170;0;3436;0;22;17;156;5286035;13164;71;1857;1;46;13;0;110;11057;0;0;306249;5;223;1;1;415704;317;0;10;3;27;0;0;89;0;540;0;0;6;10;7;14236;0;2;4;14;1;0;8;9;0;63;2;0;3;1661;21;0;185;0;4;0;0;0;17;0;0;0;35;0;2;25683;0;1;8526;7;0;0;0;0;2;0;0;0;0;128078;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1288344;1;1;2;74;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;73;0;0;0
SRR22402305;0;0;326993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3566;27;6;358;16;1;24;3;93;0;71;106;1;0;1;12;899;33;0;152;1;66;0;0;562;1;40;0;0;2;25;0;3;0;39;0;20239;0;3;3;0;19;374;0;0;205;95;6;0;0;125;0;0;18;219;0;2;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1506;1324;5945;4;126984;741;0;0;618902;0;1457;150;36;63;0;10468779;304;149;208;3;8;17;3;205;95;0;0;1794576;4;580;0;0;224494;164172;1;2;284;50;0;0;43;0;0;0;0;4;2;0;131;0;1;0;3;0;0;1;1;0;768;3;0;105;127216;0;0;102;0;0;3;116;0;5;0;2;0;12;0;2;3;0;0;7516;0;0;0;0;3;0;0;0;0;0;51549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;1014;0;0;0;0;0;175;0;64;0;0;0;0;0;0;0;0;0;0;0
SRR15595350;0;0;1300;0;0;0;0;0;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2354;599;25;5024;30;0;5;0;50;0;253;72;1;0;46;14;144617;9;0;0;1;0;0;0;422;3;64;3;0;0;9;1;2;0;33;10;98;3;20;2;5;3;65;0;0;221;102;7;0;1;21;0;0;0;42;0;0;90;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;884;177;7192;9;152866;178;0;1;469196;0;1586;0;124;15;72;2507862;788;28;293;4;52;82;3;323;54462;0;0;10043;0;340;0;0;230419;124;0;0;15;41;0;1;71;36;47;0;0;0;5;16;345134;7;0;3;6;0;0;29;19;0;0;69;0;6;2971;3;0;22829;0;6;0;15;0;5;1;0;0;60;0;0;16514;0;1;1716;0;0;1;0;4;1;0;0;0;2;35397;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;88;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1336757;11;0;3;401;0;0;15;0;0;0;0;204;0;0;0;0;0;0;0;60;0;0;0
SRR22402341;0;0;219600;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1426;16;79;190;37;8;12;1;50;0;86;47;0;1;6;0;1071401;13;0;54;0;1;0;0;600;7;11;0;0;0;48;0;1;0;19;0;126;0;2;8;0;0;75;1;0;73;24;11;0;0;16;2;0;0;8;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;2397;1991;0;187808;1831;6;0;1134328;0;1561;60818;40;1039;0;13445497;114;35;120;0;21;4;1;202;44;0;0;30083;0;1075;0;0;537;176554;0;0;6;21;0;3;9;0;0;5;11;2;1;0;118;0;0;0;21;0;24;0;0;0;0;2;0;0;6223;0;0;94;0;0;15;0;0;1;0;0;0;2;1;2;0;0;0;167323;0;1;0;1;0;0;0;0;0;0;233013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16943224;0;2;21;71;0;0;0;0;0;66;103;2358;0;0;0;0;0;0;0;0;0;0;0
SRR22402255;23;0;10489;117;0;0;0;0;0;0;0;0;1;0;62;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;10;84449;404;292;983;49;8;72;1;84;9;565;101;4;0;141;6;7045;76;0;499;10;15;0;0;2567;3;346;0;0;0;184;12;1;0;26;0;7214;0;31;4;15;11;385;0;0;803;153;0;0;0;37;0;0;128;38;0;0;501;0;0;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;879;3662;2392;5;31185;902;0;50;385919;0;2880;27789;68;237;0;6339439;456;129;299;8;17;74;0;294;63845;0;0;59024;0;205;3;0;38491;499166;0;47;4;64;0;0;75;0;15;101;3;12;8;0;100058;0;8;0;8;1;3;18;32;0;27493;80;0;0;388288;17;0;619;0;0;0;6;0;17;0;41;0;101;0;0;0;0;0;163;0;10;374;0;0;1;0;0;61;0;68092;1;0;6;1;0;0;0;63;0;2;0;20;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;18187714;0;0;1;225;0;0;0;2;1;121;102;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402359;0;2;290604;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;148368;12935;50;836;144;1;53;6;50;0;385;141;0;1;32;12;239010;8;0;432;0;1;0;0;1821;3;188;0;0;0;37;21;4;2;63;0;5003;4;18;41;25;52;241;0;2;509;886;24;0;0;140;0;7;1;60;0;6;135;0;0;1;0;0;0;0;28;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2216;2474;4713;4;71186;10028;0;53;219505;1;5845;189527;163;346;0;9007833;882;198;354;12;156;255;52;606;57732;0;0;30072;0;5414;1;3;160918;473760;0;7;87;217;0;15;156;6;31642;7;38;38;7;6;559353;0;77;2;136;6;6;42;50;0;14759;4;9;0;314095;84;134;47155;0;133;11;6;0;29;3;24;0;205;0;5;64359;0;0;30460;55;0;0;0;7;4;0;0;0;0;63118;3;0;0;0;0;0;0;0;1;82;0;0;0;0;0;5;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;10688366;0;58;58;449;0;0;188;0;0;485;104;5582;0;0;0;0;0;0;0;0;0;0;0
SRR15595301;0;0;240;0;0;0;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;1;0;0;1308;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;1365;144;16;9887;54;42;9;9;52;1;343;62;1;0;38;2;19751;0;0;0;1;3;0;0;754;7;317;0;0;0;51;5;1;0;41;7;508;23;14;4;41;14;119;0;0;254;172;80;1;0;70;1;1;0;42;0;0;186;2;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1510;0;3131;29;43381;231;43;1;301384;0;2141;0;258;18;193;4042316;603;215;240;3;35;72;21;451;108918;0;0;14838;0;159;0;0;127369;3188;0;52;23;168;2;7;99;4;24;1;0;17;18;13;470691;0;7;2;33;0;0;19;19;0;91;6;0;2;760066;27;11;1710;0;23;1;6;0;73;8;1;0;63;1;49;0;0;0;3124;3;7;1;0;0;0;1;1;0;3;12887;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;13;0;0;138;0;12;0;0;0;164;16;0;0;18;0;0;1;0;0;0;0;0;0
SRR22402287;0;0;7454;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;5;0;56;28;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;80;243042;2675;721;1164;286;33;36;33;320;2;1082;493;7;2;203;25;771189;10;0;901;54;1;0;0;4865;20;491;0;0;0;98;20;8;8;104;245;798;32;34;143;45;52;627;0;0;1121;552;23;1;0;243;1;5;1;55;0;1;345;12;0;0;0;0;0;0;8;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3338;57067;6257;186;66713;843;0;147;460204;2;9566;15838;120;3718;0;12967322;1552;998;422;10;330;567;23;1744;204100;0;0;41735;5;1192;0;7;11336;954626;0;3;59;976;3;8;263;45;44775;2;4;7;271;155;340845;122;57;0;19;3;4;215;21;0;1693;60;0;11;154639;215;33;1825;2;0;12;102;1;206;31;48;0;574;2;137;91244;0;0;216763;0;0;1;0;2;25;0;0;4;0;75230;1;0;0;16;5;1;0;0;0;2;1;0;0;0;3;0;0;0;0;0;4;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;18018202;13;0;307;2272;2;0;0;0;1;874;45;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402325;0;0;370060;243;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;214;78;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;202466;207;45;2007;100;6;11;5;17;0;124;422;0;0;225;30;39010;7;2;13203;3;49;0;0;997;7;294;0;6;0;582;0;6;2;26;173;53777;1;2;50;1;67;491;14;7;387;271;199;1;0;133;3;1;1;33;32;0;2576;0;9;0;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1066;74096;3625;9;78334;1020;3;12;265663;0;10179;40277;86;3439;0;18545117;698;63;281;4;38;21;6;520;115985;0;0;254852;3;303;0;2;172891;814472;0;5;59;242;0;23;27;9;1226;0;0;3;0;3;180;0;7;1;5;0;0;17;28;3;36208;65;0;0;11735;13;0;273;0;1;0;28;0;9;0;0;0;286;0;8;0;0;0;509969;0;8;0;2;8;22;0;3;0;2;106181;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;13;0;0;0;4;0;1;0;2;0;0;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;39579723;92;0;76;429;0;0;0;3;0;0;879;0;26;7595;0;0;0;0;0;0;0;0;0
SRR15595250;0;0;13596;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;962;4;4;2659;40;0;3;0;19;2;62;3;0;0;60;2;115114;0;0;0;0;36;0;0;39;2;23;0;0;0;42;0;0;0;7;0;24040;1;1;0;0;3;25;0;0;107;128;0;1;0;1;7;0;0;26;0;0;991;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4698;0;18198;0;152253;291;0;1;216567;0;2481;0;21;4;161;15430670;2795;2;690;360;13;20;1;68;1429;0;0;61142;2;204;0;0;700101;262;0;0;90;34;0;1;0;0;0;1;0;6;3;0;1291324;0;0;0;8;0;0;0;1;0;0;0;0;0;33247;1;0;94;0;0;0;2;0;8;0;1;0;32;0;4;99;0;0;98;0;0;0;0;1;2;2;0;0;0;146825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320588;0;4;1;22;0;12;27;0;1;220;64;0;0;0;0;0;0;0;0;56;0;0;0
SRR15595285;0;0;2695;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;17;0;0;0;5;1993;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;2137;98;41;6881;18;11;0;0;33;2;177;47;1;0;11;12;27316;0;0;0;1;20;1;0;427;1;115;0;0;0;15;0;1;1;28;0;264;0;5;3;0;32;168;0;0;222;46;19;0;0;83;1;0;0;34;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;5009;0;12759;2;230719;264;2;0;96584;0;2499;0;85;18;256;5533606;921;57;1646;4;64;36;0;335;8931;0;0;103626;6;189;0;1;274024;3528;0;3;10;68;1;13;97;28;31;3;0;19;7;20;350512;0;5;1;2;1;0;34;17;0;0;8;7;0;5060;46;0;165;0;0;0;4;0;9;23;4;0;103;0;2;123;0;0;33809;2;0;0;0;0;0;0;0;0;0;28110;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;349;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1344562;0;0;1;0;0;58;15;6;0;112;0;588;4;0;0;0;2;19;0;0;0;0;0
SRR22402258;0;0;3720;6;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;4;168580;2036;3;456;5;1;3;0;3;0;35;8;0;0;70;0;14058;0;0;6182;0;34;0;0;70;3;113;0;0;0;14;0;0;0;8;0;5521;1;3;7;0;130;20;0;0;49;263;2;0;0;2;0;0;0;8;0;0;58;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;1320;571;20;15171;187;1;0;104612;0;703;17263;24;1691;0;3711974;83;10;72;0;5;3;0;471;33133;0;0;119439;0;215;0;0;53812;127832;0;1;36;10;0;0;5;0;0;0;0;0;1;1;114;0;0;3;14;0;2;1;73;0;12948;4;0;0;10932;0;0;39;0;0;0;0;0;8;0;0;0;2;0;1;7834;0;0;100283;0;0;0;0;0;0;0;0;0;0;10982;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14245125;1;0;182;58;0;0;231;0;0;310;19;0;0;0;0;0;0;0;0;0;0;0;0
