Sample;Thermotogae;Thermodesulfobacteria;Acidobacteria;Fusobacteria;Synergistetes;Euryarchaeota;Spirochaetes;Coprothermobacterota;Proteobacteria;Dictyoglomi;Deferribacteres;Elusimicrobia;Nitrospirae;Chrysiogenetes;Aquificae;Candidatus Thermoplasmatota;Calditrichaeota;Pisuviricota;Chlamydiae;Streptophyta;Fibrobacteres;Gemmatimonadetes;Phixviricota;Uroviricota;Armatimonadetes;Tenericutes;Deinococcus-Thermus;Kiritimatiellaeota;Chloroflexi;Actinobacteria;Verrucomicrobia;Planctomycetes;Hofneiviricota;Cressdnaviricota;Firmicutes;Artverviricota;Lentisphaerae;Crenarchaeota;Taleaviricota;Nitrospinae;Nucleocytoviricota;Chlorophyta;Caldiserica;Preplasmiviricota;Peploviricota;Fornicata;Cossaviricota;Kitrinoviricota;Evosea;Candidatus Cryosericota;Negarnaviricota;Duplornaviricota;Bacteroidetes;Ignavibacteriae;Cyanobacteria;Balneolaeota;Chlorobi;Candidatus Saccharibacteria;Rhodothermaeota;Oomycota;Candidatus Melainabacteria;Apicomplexa;Ciliophora;Porifera;Ascomycota;Basidiomycota;Cnidaria
SRR22402337;3;0;0;71730;13;0;141;1;953676;0;0;0;0;0;1;0;0;0;0;18;0;0;1;174275;0;3;0;0;0;219191;0;0;483;81;6194549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21032684;0;1;0;0;96;0;0;0;0;0;0;0;0;0
SRR15595346;0;0;0;0;0;0;0;0;9309;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2065;0;8;0;0;4330;1;0;54;0;0;0;0;0;0;2;0;0;0;0;0;0;0;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595297;11;0;6;7;24;118;12;2;57469;0;17;0;0;0;0;0;0;0;2;0;2;0;1;777;8;7;38;0;10;185576;661849;2;0;0;2247501;0;394;122;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2540728;0;37;3;1;113;0;0;0;0;0;0;230;0;0
SRR22402376;34;99;105;447;1906;133;65;0;672622;0;0;1;0;0;4;0;0;8;1;4;13;21;1713;361012;3;42;143;7;53;226694;516421;1;15436;2;8899476;0;826;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;21309136;1;95;0;1;44;0;0;0;0;0;0;0;0;0
SRR22402345;61;18;29;328;3977;50251;294;1;616646;0;0;0;1;3;32;0;0;4;8;0;58;23;4404;1247929;5;175;114;11;305;998558;148205;51;6208;14;9560894;0;145415;0;0;0;0;0;1;69;0;0;0;0;0;0;0;0;9917877;9;73;0;117;34;0;0;0;0;0;0;0;0;0
SRR22402257;51;0;400;154;552;216393;165;0;1166305;0;0;1;0;0;44;0;0;2;1;111;74;0;5266;1197674;2;39;547;1;91;831460;859;86;8772;17;13712901;0;66847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16552703;3;51;0;107;231;47;0;0;0;0;0;11;0;0
SRR15595326;0;0;0;0;0;0;0;0;6786;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1179;5;0;0;0;3641;0;0;25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402338;44;0;16;520;123;0;75;0;835430;0;2;1;0;0;3;0;0;7;2;167;5;25;2217;613398;4;13;77;1;61;2823176;234;5;6251;51;17541901;0;35887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26225674;1;48;0;0;823;0;0;0;0;0;0;0;0;0
SRR15595265;6;0;4;60;1;33;4;0;248571;0;31;0;1;0;1;0;0;0;0;487;1;0;0;23;0;5;3;0;1;245976;848;0;0;0;3839215;0;0;43;0;0;1;0;0;0;0;0;0;0;0;0;0;0;70112;0;3;0;0;0;2;0;0;0;0;0;163;0;0
SRR15595309;2;0;0;35;0;87;0;0;169431;0;0;1;0;0;0;0;0;0;2;14;0;0;1;6234;0;4;1;0;0;100271;513;0;1;0;1611377;0;12;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2161960;0;2;0;0;51;0;0;0;0;0;0;0;0;0
SRR15595281;4;0;0;33;2;70;6;0;128074;0;11;0;0;0;0;0;0;0;1;59;2;0;2;6311;0;4;3;0;2;790611;1626;1;0;0;2324756;0;0;38;0;0;0;0;0;0;0;0;4;0;0;0;0;0;14739683;0;5;0;0;98;0;0;0;0;0;0;0;0;0
SRR22402307;10;0;17;478;36;3;16;2;254809;0;0;0;0;2;15;0;0;5;0;7;65;0;43;150471;0;6;68;0;5;298620;440;2;1731;1;6332860;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12949186;0;12;0;1;118;0;0;0;0;0;0;0;0;0
SRR22402318;24;15;12;1643;11393;3915;343;0;591777;0;21;0;4;2;4;0;0;2;0;127;175;8;5183;538107;5;212;54;1;40;136196;279;25;5505;29;10723074;0;1522;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;12181043;0;419;0;1;3104;0;0;1;0;0;0;0;0;0
SRR22402323;107;93;44;505;517;23756;840052;1;193022;0;18;0;1;0;50;118;0;99;2;132;97;10;1840;591150;18;932;335;7;147;602670;3615;54;27923;71;12041287;0;284626;0;0;0;4;0;0;113;0;0;0;1;0;0;0;0;18453952;2;358;0;10;570;10;3;0;2;0;0;0;0;0
SRR15595263;0;0;0;0;0;0;0;0;17866;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2792;2;2;0;0;9343;0;0;85;0;0;0;0;0;0;15;0;0;0;0;0;0;0;173;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402299;93;35;59;750;5332;53682;584;1;744487;0;0;2;2;12;42;1391;0;10;22;35;65;313;2060;1597536;61;1575;210;2;332;1670191;81707;93;18173;29;15971559;0;36756;0;0;0;23;0;0;779;1;0;0;0;0;0;0;0;16847594;16;609;2;20;278;0;0;14;0;0;0;0;0;0
SRR22402336;34;0;14;1015;19;0;18;0;250784;0;0;0;0;0;0;0;0;4;0;0;1;0;1364;123898;0;3;2;0;10;486933;2;0;5366;1;5572578;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;10582718;0;35;0;0;14;0;0;0;0;0;0;0;0;0
SRR15595338;1;0;0;0;0;8;0;0;17772;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2659;0;0;0;0;9169;0;0;51;0;0;0;0;0;0;1;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402290;27;0;42;258;179;67;204;0;575152;0;3;0;0;0;8;0;0;7;0;119;199;0;210;505851;36;331;154;0;44;1315820;52554;5;6747;45;5155292;0;66508;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11965113;1;76;0;4;0;0;0;0;0;0;0;0;0;0
SRR15595283;41;0;21;18;926;25698;22;4;297565;0;2;2;4;0;1;0;0;0;1;5;2;7;17;317;23;35;102;0;23;1119439;14242;5;0;0;6249793;0;540;156;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1289727;0;22;0;1;77;2;0;0;0;0;0;99;0;0
SRR22402305;42;0;14;95;27;9;41;0;35727;0;1;0;0;0;1;0;0;1;4;41;3;2;63;164511;4;18;44;0;1;925235;131;135;1324;16;13015642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13529889;0;290;0;0;0;0;0;0;0;0;0;30;1;0
SRR15595350;35;10;19;102;599;16680;40;0;243621;0;0;0;0;0;1;0;0;0;4;0;69;0;15;124;13;20;147;1;9;763270;345144;21;177;0;2842220;0;47;72;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1345656;1;36;0;11;60;0;0;0;0;0;0;0;0;0
SRR22402341;20;0;2;24;16;6;48;2;1193537;0;8;1;0;0;0;0;0;24;0;1;2;0;1039;243571;1;3;9;0;3;1376870;125;9;2397;2;14293175;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;16996078;1;21;0;0;121;0;0;0;0;0;0;0;0;0
SRR22402255;36;0;6;153;404;0;60;0;188730;0;8;0;0;2;11;0;0;3;0;245;80;41;237;533425;40;88;97;0;28;516269;101355;7;3662;64;7252717;0;15;0;0;0;10;0;0;63;0;0;0;0;0;0;0;0;18231123;2;129;0;68;129;1;0;0;0;0;0;0;0;0
SRR22402359;68;0;54;886;12935;64751;220;0;512700;0;1;1;0;0;0;0;0;6;7;5;4;79;346;666059;165;91;201;1;115;464347;559375;11;2474;3;9940564;0;31642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10709204;0;215;0;8;118;0;0;0;0;0;0;0;0;0
SRR15595301;43;7;6;172;144;85;148;1;160057;2;42;0;2;0;2;0;0;0;0;1322;6;4;18;3188;43;150;135;0;77;459953;470716;55;0;0;5127683;0;24;193;0;0;7;0;0;0;0;0;0;0;0;0;0;0;1280930;0;61;1;13;32;0;0;0;0;0;0;3;0;0
SRR22402287;114;245;46;552;2675;91633;361;1;1453193;0;33;2;12;0;55;0;0;4;2;35;61;48;3718;979103;107;996;510;0;260;584015;340972;123;57067;236;14178665;1;44780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18060870;1;474;0;13;61;1;0;0;0;0;0;69;6;0
SRR22402325;32;173;61;271;207;22;366;3;456495;0;6;0;0;0;4;32;0;2;8;377;78;0;3439;873639;5;29;46;1;84;561021;184;35;74096;12;20710528;0;1247;0;0;0;8;0;0;0;0;0;2;0;0;0;0;0;39682450;3;280;0;92;1010;0;19;3;0;0;0;264;0;0
SRR15595250;10;0;2;128;4;273;46;7;184663;0;0;0;0;0;1;0;0;0;1;56;0;1;4;262;3;11;5;0;5;1115985;1291364;2;0;0;16306031;0;0;161;0;0;0;0;2;0;0;0;0;0;0;0;0;0;321493;0;108;0;0;143;1;0;0;0;0;0;57;0;0
SRR15595285;31;0;15;46;98;473;69;1;67453;2;11;0;0;0;1;0;0;0;0;2024;8;6;18;3528;7;23;136;0;90;444555;350537;7;0;0;6422081;0;31;256;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1348330;6;40;2;0;92;0;0;0;0;0;0;96;0;0
SRR22402258;8;0;4;263;2036;7838;137;0;236266;0;1;0;0;0;0;0;0;2;0;23;4;0;1691;147550;1;38;14;0;7;173289;114;4;1320;0;4155821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14273298;0;42;0;1;21;0;0;0;0;0;0;0;0;0
SRR15595348;0;0;0;0;0;0;0;0;7957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1842;0;2;0;0;5664;0;0;37;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1718;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402339;65;6;22;414;180;13444;262;0;932279;0;2;0;0;37;139;0;0;6;5;11;363;65;1343;592551;12;232;349;0;31;457188;207;107;7798;2;17233172;0;6;0;0;0;12;0;0;7;0;0;0;0;0;0;0;0;13769626;0;189;0;5;1280;0;0;0;0;0;0;0;0;0
SRR22402340;48;0;34;584;109;58;84;0;949322;0;0;0;1;0;5;0;0;11;0;21;9;28;3956;360228;2;16;122;2;6;812340;1378;40;4462;249;10019281;0;18547;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;18749011;1;57;0;0;694;0;0;0;0;0;0;421;0;0
SRR22402375;1;0;1;180;2;1;5;1;577454;0;0;1;1;0;0;0;0;1;0;22;2;0;433;104607;0;2;1;0;1;307883;139;0;1525;0;3974326;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;18609819;0;15;0;0;369;0;0;0;0;0;0;15;0;0
SRR22402385;104;7;102;53;578;102167;216;0;1641087;0;20;2;0;0;4;5;0;7;4;15;178;3;609;641879;68;546;247;0;298;756151;670927;22;11467;4;31948793;0;0;0;0;1;6;0;0;39;0;0;1;0;0;0;0;0;26382032;6;154;0;24;1140;5;1;0;0;0;0;0;0;0
SRR22402274;21;0;3;35;20;2;43;2;2342827;0;0;0;0;0;0;0;0;0;0;98;0;0;199;169277;2;13;4;0;4;2096134;12;1;9349;1;13653678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8908282;0;6;0;1;0;0;0;0;0;0;0;9;0;0
SRR22402330;20;0;55;13441;233;188;136;0;485073;0;0;0;0;1;16;0;0;10;0;110;5;40;1513;657587;123;529;213;52;267;167355;647;107;8432;10;9056458;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;19046271;0;91;0;1;241;0;0;0;0;0;0;0;0;0
SRR22402327;69;0;13;288;3702;31021;83;0;342276;0;2;0;0;3;13;1;0;1;0;3;44;14;270;297510;32;78;104;0;8;172757;181606;2;4790;74;9058711;0;40044;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;12692662;0;60;0;11;186;7;0;0;0;0;0;0;0;0
SRR15595340;0;0;0;0;0;5;4;0;14116;0;0;0;0;0;0;0;0;0;0;2;0;0;25;2;0;0;0;0;0;3031;48;0;0;0;7139;0;3;44;0;0;0;0;0;0;1;0;43;0;0;0;0;0;216;0;77;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402308;413;1;226;2872;293433;157143;425;0;663698;0;1;3;7;0;10;0;0;13;15;60;79;272;11105;1574457;805;1190;3752;4;317;4727203;695558;94;5691;1;12742926;0;2201;0;0;1111;0;0;0;0;0;0;1;4;0;0;0;0;11873159;0;400;0;1;125;2;0;1;0;0;0;0;0;0
SRR22402360;33;7;10;406;69;151;562;23;358860;0;1;0;0;9;42;0;0;26;3;202;62;59;712;897544;52;1028;92;1;16;191039;120514;20;7969;0;9782043;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14404041;3;192;0;2;21;3;0;0;0;0;0;0;0;0
SRR15595261;2;0;1;11;4;0;4;1;164937;0;0;0;0;0;0;0;0;0;0;9;1;0;0;101;0;2;6;0;12;506057;45;0;0;0;1794530;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1542825;0;1;2;4;0;0;0;0;0;0;0;0;0;0
SRR15595319;14;0;0;123;3;4;29;0;37903;0;0;0;0;0;1;0;0;0;0;23;1;0;11;200;0;3;4;0;4;967121;645;0;2;0;3546650;0;0;85;0;0;0;0;1;0;0;0;1;0;0;0;0;0;52449;0;5;0;0;42;0;0;0;0;0;0;0;0;0
SRR15595313;50;15;10;140;49;28;64;6;35218;0;0;0;0;0;2;0;0;0;7;14;1;0;2;1236;34;33;140;1;48;2152275;16351;16;1;0;5634891;0;145;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2162621;1;19;1;0;492;0;0;0;0;0;0;2;0;0
SRR15595307;9;0;3;68;3;102;11;0;1895018;0;0;0;0;0;1;0;0;0;1;2572;2;1;0;358;2;10;11;0;4;3410219;391;1;0;0;6008085;0;0;38;0;1;0;0;0;0;0;0;0;0;0;0;0;0;542892;0;1;0;1;105;0;0;0;0;0;0;10332;0;0
SRR15595341;13;0;0;8;16;19419;11;0;181600;0;0;0;0;0;0;0;0;0;0;401;0;6;2;122;0;11;15;0;4;1756521;9061;7;0;0;2416962;0;8;83;0;0;0;0;1;0;0;0;0;0;0;0;0;0;895959;0;6;0;2;0;0;0;0;0;0;0;127;0;0
SRR22402291;60;21;46;29963;366;141;938;2;972806;0;518;1;9;11;26;0;0;12;2;27;13;59;361;1705312;16;86;211;2;237;361893;5032;190;27551;0;16558449;0;700464;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;33609010;2;621;2;7;137;0;0;16;0;0;0;0;0;0
SRR15595333;0;0;0;0;0;20;0;0;15920;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;3346;12;3;0;0;7518;0;0;76;0;0;0;0;0;0;2;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595320;0;0;0;0;0;8;0;0;22665;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3767;42;0;0;0;12315;0;0;81;0;0;0;0;0;0;2;0;3;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402315;60;101;101;397;193;78646;221;0;157490;0;2;0;0;0;6;0;0;3;0;211;40;18;2463;469786;2;3455;377;1;20;291940;628445;4;24717;2;4928996;0;80332;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5920967;0;205;0;0;152;0;0;0;0;0;0;1;0;0
SRR22402363;45;0;20;54;52;21;73;0;632533;0;0;0;0;0;0;0;0;0;0;30;12;18;28;648977;0;22;1;0;36;1481801;324203;10;4160;367;5763274;0;982;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;10428779;0;40;0;4;5;0;0;0;0;0;0;0;0;0
SRR22402328;5;1;1;743;83;2;36;0;378558;0;0;0;0;0;0;0;0;9;1;28;10;37;226;427592;0;21;31;0;102;1567075;151;2;2568;2;15717142;0;165;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;24584561;1;53;0;0;24;0;0;0;0;0;0;0;0;0
SRR22402366;97;0;7;51;3623;52;113;0;469746;0;2;0;0;0;17;0;0;3;0;3;46;14;4502;603537;2;281;123;0;116;228376;1507;3;4613;3;12713499;0;14117;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;25821651;0;144;0;7;53;0;0;7;0;0;0;0;0;0
SRR15595323;0;0;0;0;0;8;0;0;9261;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2032;0;0;0;0;9663;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3453;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595275;38;0;6;89;23;24;8;0;134914;0;3;0;0;0;0;0;0;0;0;3;1;0;177;323;0;5;28;0;8;243866;308;3;4;1;3563775;0;87;17;0;0;0;0;0;0;0;0;3;1;0;0;0;0;4143862;0;117;1;41;20;0;0;0;0;0;0;0;0;0
SRR22402351;64;103;77;165;116;126669;207;0;584484;0;0;0;2;0;10;0;0;10;2;12;16;25;254;417025;44;148;169;7;147;207057;491120;14;16993;2;7975748;0;206105;1;0;38;4;0;0;79;0;0;0;0;0;0;0;0;22966086;0;194;0;17;229;2;0;0;0;0;0;0;0;0
SRR15595287;0;0;0;0;0;2;1;0;7460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1370;2;0;0;0;4192;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;178;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595334;0;0;0;0;0;7;0;0;25945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3455;0;8;0;0;10903;1;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;9;0;0
SRR22402362;28;0;24;757;1192;32607;65;0;600739;0;0;0;0;0;0;0;0;3;1;15;0;0;2439;131683;0;9;4;0;5;952509;7951;3;4458;3;10544610;0;13;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;9330532;0;24;0;0;101;0;0;0;0;0;0;0;0;0
SRR22402357;26;0;30;121;130;38681;41;0;347181;0;16;0;0;2;1;0;0;2;0;4;11;111;745;516023;4;7;148;3;75;821406;580981;5;1184;2;8082304;0;17;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13631573;0;26;0;0;329;1;0;0;0;0;0;0;0;0
SRR22402334;20;0;23;10954;173;204;88;0;7557242;0;10;0;0;0;3;0;0;0;0;17;0;0;122;226521;1;244;14;0;8;220949;91;4;1801;25;7197109;0;15793;0;0;0;1;0;0;0;0;0;14;0;0;0;0;0;13287554;0;22;0;0;1272;0;0;0;0;0;0;204;0;0
SRR15595325;0;0;0;0;0;2;0;0;1277;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;361;0;0;0;0;599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;532;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402373;6;0;1;38;36;59;146;0;1139337;0;0;0;0;0;0;0;0;0;0;42;0;0;1728;419388;2;10;3;0;1;202965;1609792;1;630;184;11048213;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29465170;0;82;0;0;595;0;0;0;0;0;0;0;3;0
SRR15595322;0;0;0;0;0;9;1;0;10334;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1861;0;1;0;0;4926;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;163;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595328;0;0;0;0;0;0;0;0;5589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1104;0;5;0;0;1404;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402294;12;1;4;103;9;5;13;0;242266;0;0;0;0;0;1;0;0;0;0;299;2;0;8900;1564200;1;15;12;0;30;490611;42620;0;5362;66;8654259;0;2;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;16051561;1;13;0;0;241;0;0;0;0;0;0;9;0;0
SRR15595318;0;0;0;0;0;4;0;0;19429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4066;0;1;0;0;10518;0;0;109;0;0;0;0;0;0;1;0;0;0;0;0;0;0;275;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595327;0;0;0;0;0;5;0;0;7382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1274;0;0;0;0;3207;0;0;19;0;0;0;0;0;0;9;0;0;0;0;0;0;0;487;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595299;0;0;0;0;0;6;0;0;7745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1910;0;0;0;0;5427;0;0;112;0;0;0;1;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0
